"ACTION_DIRECTION","ACTION_SCORE","ACTION_TYPE","edge-label","EDGE_UNIQUE_SUID","EVIDENCE_CODE","INITIAL_SOURCE_NAME","INITIAL_TARGET_NAME","interaction","INTERACTION_TYPE","KappaScore","name","Regulates Source","Regulates Target","selected","shared interaction","shared name","SIGNUM","SOURCE_NAME","SOURCE_SYMBOL_NAME","TARGET_NAME","TARGET_SYMBOL_NAME","UNIQUE_ID"
"",,"","","2674","TAS","R-HSA:1280215","3575","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) IL7R","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) IL7R","","","","","","R-HSA:1280215 (gene-term) 3575"
"",,"","","2668","TAS","R-HSA:1280215","3566","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) IL4R","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) IL4R","","","","","","R-HSA:1280215 (gene-term) 3566"
"",,"","","2662","TAS","R-HSA:1280215","3560","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) IL2RB","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) IL2RB","","","","","","R-HSA:1280215 (gene-term) 3560"
"",,"","","2656","TAS","R-HSA:1280215","356","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) FASLG","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) FASLG","","","","","","R-HSA:1280215 (gene-term) 356"
"",,"","","2653","TAS","R-HSA:1280215","3559","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) IL2RA","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) IL2RA","","","","","","R-HSA:1280215 (gene-term) 3559"
"",,"","","2647","TAS","R-HSA:1280215","3320","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) HSP90AA1","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) HSP90AA1","","","","","","R-HSA:1280215 (gene-term) 3320"
"",,"","","2644","TAS","R-HSA:1280215","3312","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) HSPA8","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) HSPA8","","","","","","R-HSA:1280215 (gene-term) 3312"
"",,"","","2641","TAS","R-HSA:1280215","330","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) BIRC3","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) BIRC3","","","","","","R-HSA:1280215 (gene-term) 330"
"",,"","","2635","TAS","R-HSA:1280215","329","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) BIRC2","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) BIRC2","","","","","","R-HSA:1280215 (gene-term) 329"
"",,"","","2632","TAS","R-HSA:1280215","3134","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) HLA-F","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) HLA-F","","","","","","R-HSA:1280215 (gene-term) 3134"
"",,"","","2629","TAS","R-HSA:1280215","3133","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) HLA-E","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) HLA-E","","","","","","R-HSA:1280215 (gene-term) 3133"
"",,"","","2626","TAS","R-HSA:1280215","3123","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) HLA-DRB1","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) HLA-DRB1","","","","","","R-HSA:1280215 (gene-term) 3123"
"",,"","","2620","TAS","R-HSA:1280215","3115","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) HLA-DPB1","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) HLA-DPB1","","","","","","R-HSA:1280215 (gene-term) 3115"
"",,"","","2614","TAS","R-HSA:1280215","3113","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) HLA-DPA1","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) HLA-DPA1","","","","","","R-HSA:1280215 (gene-term) 3113"
"",,"","","2608","TAS","R-HSA:1280215","3107","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) HLA-C","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) HLA-C","","","","","","R-HSA:1280215 (gene-term) 3107"
"",,"","","2605","TAS","R-HSA:1280215","3106","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) HLA-B","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) HLA-B","","","","","","R-HSA:1280215 (gene-term) 3106"
"",,"","","2602","TAS","R-HSA:1280215","3105","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) HLA-A","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) HLA-A","","","","","","R-HSA:1280215 (gene-term) 3105"
"",,"","","2599","TAS","R-HSA:1280215","3091","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) HIF1A","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) HIF1A","","","","","","R-HSA:1280215 (gene-term) 3091"
"",,"","","2596","TAS","R-HSA:1280215","2353","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) FOS","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) FOS","","","","","","R-HSA:1280215 (gene-term) 2353"
"",,"","","2590","TAS","R-HSA:1280215","2209","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) FCGR1A","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) FCGR1A","","","","","","R-HSA:1280215 (gene-term) 2209"
"",,"","","2587","TAS","R-HSA:1280215","207","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) AKT1","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) AKT1","","","","","","R-HSA:1280215 (gene-term) 207"
"",,"","","2584","TAS","R-HSA:1280215","1896","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) EDA","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) EDA","","","","","","R-HSA:1280215 (gene-term) 1896"
"",,"","","2578","TAS","R-HSA:1280215","1436","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) CSF1R","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) CSF1R","","","","","","R-HSA:1280215 (gene-term) 1436"
"",,"","","2572","TAS","R-HSA:1280215","1432","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) MAPK14","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) MAPK14","","","","","","R-HSA:1280215 (gene-term) 1432"
"",,"","","2569","TAS","R-HSA:1280215","1385","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) CREB1","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) CREB1","","","","","","R-HSA:1280215 (gene-term) 1385"
"",,"","","2566","TAS","R-HSA:1280215","1265","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) CNN2","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) CNN2","","","","","","R-HSA:1280215 (gene-term) 1265"
"",,"","","2560","TAS","R-HSA:1280215","1072","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) CFL1","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) CFL1","","","","","","R-HSA:1280215 (gene-term) 1072"
"",,"","","2557","TAS","R-HSA:1280215","10673","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) TNFSF13B","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) TNFSF13B","","","","","","R-HSA:1280215 (gene-term) 10673"
"",,"","","2551","TAS","R-HSA:1280215","10538","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) BATF","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) BATF","","","","","","R-HSA:1280215 (gene-term) 10538"
"",,"","","2545","TAS","R-HSA:1280215","1052","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) CEBPD","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) CEBPD","","","","","","R-HSA:1280215 (gene-term) 1052"
"",,"","","2542","TAS","R-HSA:1280215","1026","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) CDKN1A","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) CDKN1A","","","","","","R-HSA:1280215 (gene-term) 1026"
"",,"","","2539","TAS","R-HSA:1280215","10197","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) PSME3","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) PSME3","","","","","","R-HSA:1280215 (gene-term) 10197"
"",,"","","2536","TAS","R-HSA:1280215","10019","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) SH2B3","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) SH2B3","","","","","","R-HSA:1280215 (gene-term) 10019"
"",,"","","1453","is_a:","","","term-term","term-term","2.0","Endosomal/Vacuolar pathway (term-term-ontology) Antigen processing-Cross presentation","POSITIVELY_REGULATES","","false","term-term","Endosomal/Vacuolar pathway (term-term-ontology) Antigen processing-Cross presentation","+","","","","","R-HSA:1236977 (term-term-ontology) R-HSA:1236975"
"",,"","","1450","kappa:0.44","","","term-term","term-term","0.43614372109569766","Endosomal/Vacuolar pathway (term-term) Antigen processing-Cross presentation","","","false","term-term","Endosomal/Vacuolar pathway (term-term) Antigen processing-Cross presentation","+","","","","","R-HSA:1236977 (term-term) R-HSA:1236975"
"",,"","","1447","kappa:0.47","","","term-term","term-term","0.47241070285494896","Endosomal/Vacuolar pathway (term-term) ER-Phagosome pathway","","","false","term-term","Endosomal/Vacuolar pathway (term-term) ER-Phagosome pathway","+","","","","","R-HSA:1236977 (term-term) R-HSA:1236974"
"",,"","","1444","TAS","R-HSA:1236977","567","gene-term","R-HSA:1236977",,"Endosomal/Vacuolar%20pathway (gene-term) B2M","","","false","gene-term","Endosomal/Vacuolar%20pathway (gene-term) B2M","","","","","","R-HSA:1236977 (gene-term) 567"
"",,"","","1441","TAS","R-HSA:1236977","3134","gene-term","R-HSA:1236977",,"Endosomal/Vacuolar%20pathway (gene-term) HLA-F","","","false","gene-term","Endosomal/Vacuolar%20pathway (gene-term) HLA-F","","","","","","R-HSA:1236977 (gene-term) 3134"
"",,"","","1438","TAS","R-HSA:1236977","3133","gene-term","R-HSA:1236977",,"Endosomal/Vacuolar%20pathway (gene-term) HLA-E","","","false","gene-term","Endosomal/Vacuolar%20pathway (gene-term) HLA-E","","","","","","R-HSA:1236977 (gene-term) 3133"
"",,"","","1435","TAS","R-HSA:1236977","3107","gene-term","R-HSA:1236977",,"Endosomal/Vacuolar%20pathway (gene-term) HLA-C","","","false","gene-term","Endosomal/Vacuolar%20pathway (gene-term) HLA-C","","","","","","R-HSA:1236977 (gene-term) 3107"
"",,"","","1432","TAS","R-HSA:1236977","3106","gene-term","R-HSA:1236977",,"Endosomal/Vacuolar%20pathway (gene-term) HLA-B","","","false","gene-term","Endosomal/Vacuolar%20pathway (gene-term) HLA-B","","","","","","R-HSA:1236977 (gene-term) 3106"
"",,"","","1429","TAS","R-HSA:1236977","3105","gene-term","R-HSA:1236977",,"Endosomal/Vacuolar%20pathway (gene-term) HLA-A","","","false","gene-term","Endosomal/Vacuolar%20pathway (gene-term) HLA-A","","","","","","R-HSA:1236977 (gene-term) 3105"
"",,"","","1423","is_a:","","","term-term","term-term","2.0","Antigen processing-Cross presentation (term-term-ontology) ER-Phagosome pathway","","POSITIVELY_REGULATES","false","term-term","Antigen processing-Cross presentation (term-term-ontology) ER-Phagosome pathway","+","","","","","R-HSA:1236975 (term-term-ontology) R-HSA:1236974"
"",,"","","1420","kappa:0.95","","","term-term","term-term","0.9483755394511851","Antigen processing-Cross presentation (term-term) ER-Phagosome pathway","","","false","term-term","Antigen processing-Cross presentation (term-term) ER-Phagosome pathway","+","","","","","R-HSA:1236975 (term-term) R-HSA:1236974"
"",,"","","1417","TAS","R-HSA:1236975","9902","gene-term","R-HSA:1236975",,"Antigen%20processing-Cross%20presentation (gene-term) MRC2","","","false","gene-term","Antigen%20processing-Cross%20presentation (gene-term) MRC2","","","","","","R-HSA:1236975 (gene-term) 9902"
"",,"","","1411","TAS","R-HSA:1236975","9491","gene-term","R-HSA:1236975",,"Antigen%20processing-Cross%20presentation (gene-term) PSMF1","","","false","gene-term","Antigen%20processing-Cross%20presentation (gene-term) PSMF1","","","","","","R-HSA:1236975 (gene-term) 9491"
"",,"","","1408","TAS","R-HSA:1236975","948","gene-term","R-HSA:1236975",,"Antigen%20processing-Cross%20presentation (gene-term) CD36","","","false","gene-term","Antigen%20processing-Cross%20presentation (gene-term) CD36","","","","","","R-HSA:1236975 (gene-term) 948"
"",,"","","1405","TAS","R-HSA:1236975","8673","gene-term","R-HSA:1236975",,"Antigen%20processing-Cross%20presentation (gene-term) VAMP8","","","false","gene-term","Antigen%20processing-Cross%20presentation (gene-term) VAMP8","","","","","","R-HSA:1236975 (gene-term) 8673"
"",,"","","1402","TAS","R-HSA:1236975","695","gene-term","R-HSA:1236975",,"Antigen%20processing-Cross%20presentation (gene-term) BTK","","","false","gene-term","Antigen%20processing-Cross%20presentation (gene-term) BTK","","","","","","R-HSA:1236975 (gene-term) 695"
"",,"","","1399","TAS","R-HSA:1236975","6891","gene-term","R-HSA:1236975",,"Antigen%20processing-Cross%20presentation (gene-term) TAP2","","","false","gene-term","Antigen%20processing-Cross%20presentation (gene-term) TAP2","","","","","","R-HSA:1236975 (gene-term) 6891"
"",,"","","1396","TAS","R-HSA:1236975","6280","gene-term","R-HSA:1236975",,"Antigen%20processing-Cross%20presentation (gene-term) S100A9","","","false","gene-term","Antigen%20processing-Cross%20presentation (gene-term) S100A9","","","","","","R-HSA:1236975 (gene-term) 6280"
"",,"","","1393","TAS","R-HSA:1236975","6279","gene-term","R-HSA:1236975",,"Antigen%20processing-Cross%20presentation (gene-term) S100A8","","","false","gene-term","Antigen%20processing-Cross%20presentation (gene-term) S100A8","","","","","","R-HSA:1236975 (gene-term) 6279"
"",,"","","1390","IEA","R-HSA:1236975","6233","gene-term","R-HSA:1236975",,"Antigen%20processing-Cross%20presentation (gene-term) RPS27A","","","false","gene-term","Antigen%20processing-Cross%20presentation (gene-term) RPS27A","","","","","","R-HSA:1236975 (gene-term) 6233"
"",,"","","1387","TAS","R-HSA:1236975","5720","gene-term","R-HSA:1236975",,"Antigen%20processing-Cross%20presentation (gene-term) PSME1","","","false","gene-term","Antigen%20processing-Cross%20presentation (gene-term) PSME1","","","","","","R-HSA:1236975 (gene-term) 5720"
"",,"","","1384","TAS","R-HSA:1236975","5695","gene-term","R-HSA:1236975",,"Antigen%20processing-Cross%20presentation (gene-term) PSMB7","","","false","gene-term","Antigen%20processing-Cross%20presentation (gene-term) PSMB7","","","","","","R-HSA:1236975 (gene-term) 5695"
"",,"","","1381","TAS","R-HSA:1236975","5689","gene-term","R-HSA:1236975",,"Antigen%20processing-Cross%20presentation (gene-term) PSMB1","","","false","gene-term","Antigen%20processing-Cross%20presentation (gene-term) PSMB1","","","","","","R-HSA:1236975 (gene-term) 5689"
"",,"","","1378","TAS","R-HSA:1236975","567","gene-term","R-HSA:1236975",,"Antigen%20processing-Cross%20presentation (gene-term) B2M","","","false","gene-term","Antigen%20processing-Cross%20presentation (gene-term) B2M","","","","","","R-HSA:1236975 (gene-term) 567"
"",,"","","1375","TAS","R-HSA:1236975","3134","gene-term","R-HSA:1236975",,"Antigen%20processing-Cross%20presentation (gene-term) HLA-F","","","false","gene-term","Antigen%20processing-Cross%20presentation (gene-term) HLA-F","","","","","","R-HSA:1236975 (gene-term) 3134"
"",,"","","1372","TAS","R-HSA:1236975","3133","gene-term","R-HSA:1236975",,"Antigen%20processing-Cross%20presentation (gene-term) HLA-E","","","false","gene-term","Antigen%20processing-Cross%20presentation (gene-term) HLA-E","","","","","","R-HSA:1236975 (gene-term) 3133"
"",,"","","1369","TAS","R-HSA:1236975","3107","gene-term","R-HSA:1236975",,"Antigen%20processing-Cross%20presentation (gene-term) HLA-C","","","false","gene-term","Antigen%20processing-Cross%20presentation (gene-term) HLA-C","","","","","","R-HSA:1236975 (gene-term) 3107"
"",,"","","1366","TAS","R-HSA:1236975","3106","gene-term","R-HSA:1236975",,"Antigen%20processing-Cross%20presentation (gene-term) HLA-B","","","false","gene-term","Antigen%20processing-Cross%20presentation (gene-term) HLA-B","","","","","","R-HSA:1236975 (gene-term) 3106"
"",,"","","1363","TAS","R-HSA:1236975","3105","gene-term","R-HSA:1236975",,"Antigen%20processing-Cross%20presentation (gene-term) HLA-A","","","false","gene-term","Antigen%20processing-Cross%20presentation (gene-term) HLA-A","","","","","","R-HSA:1236975 (gene-term) 3105"
"",,"","","1360","TAS","R-HSA:1236975","23643","gene-term","R-HSA:1236975",,"Antigen%20processing-Cross%20presentation (gene-term) LY96","","","false","gene-term","Antigen%20processing-Cross%20presentation (gene-term) LY96","","","","","","R-HSA:1236975 (gene-term) 23643"
"",,"","","1357","TAS","R-HSA:1236975","2209","gene-term","R-HSA:1236975",,"Antigen%20processing-Cross%20presentation (gene-term) FCGR1A","","","false","gene-term","Antigen%20processing-Cross%20presentation (gene-term) FCGR1A","","","","","","R-HSA:1236975 (gene-term) 2209"
"",,"","","1351","TAS","R-HSA:1236975","10197","gene-term","R-HSA:1236975",,"Antigen%20processing-Cross%20presentation (gene-term) PSME3","","","false","gene-term","Antigen%20processing-Cross%20presentation (gene-term) PSME3","","","","","","R-HSA:1236975 (gene-term) 10197"
"",,"","","1345","kappa:0.4","","","term-term","term-term","0.40142174830612076","ER-Phagosome pathway (term-term) Activation of NF-kappaB in B cells","","","false","term-term","ER-Phagosome pathway (term-term) Activation of NF-kappaB in B cells","+","","","","","R-HSA:1236974 (term-term) R-HSA:1169091"
"",,"","","1342","IEA","R-HSA:1236974","9491","gene-term","R-HSA:1236974",,"ER-Phagosome%20pathway (gene-term) PSMF1","","","false","gene-term","ER-Phagosome%20pathway (gene-term) PSMF1","","","","","","R-HSA:1236974 (gene-term) 9491"
"",,"","","1339","TAS","R-HSA:1236974","948","gene-term","R-HSA:1236974",,"ER-Phagosome%20pathway (gene-term) CD36","","","false","gene-term","ER-Phagosome%20pathway (gene-term) CD36","","","","","","R-HSA:1236974 (gene-term) 948"
"",,"","","1333","TAS","R-HSA:1236974","8673","gene-term","R-HSA:1236974",,"ER-Phagosome%20pathway (gene-term) VAMP8","","","false","gene-term","ER-Phagosome%20pathway (gene-term) VAMP8","","","","","","R-HSA:1236974 (gene-term) 8673"
